refExp,repNum,rater,expType
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
0,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
2,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
1,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
4,0,Justin,tower
1,0,Justin,tower
1,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,0,Justin,tower
1,0,Justin,tower
2,0,Justin,tower
1,1,Justin,tower
2,1,Justin,tower
2,1,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
1,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
1,3,Justin,tower
0,3,Justin,tower
1,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
1,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
2,2,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,1,Justin,tower
2,1,Justin,tower
1,1,Justin,tower
2,1,Justin,tower
1,2,Justin,tower
2,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,3,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
2,2,Justin,tower
1,2,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
2,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
2,2,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
2,1,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,3,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
2,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
2,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
2,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
2,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
2,1,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,2,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
2,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,2,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
1,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
1,0,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
1,1,Justin,tower
3,1,Justin,tower
1,1,Justin,tower
1,2,Justin,tower
2,2,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
1,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
2,3,Justin,tower
1,3,Justin,tower
0,3,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
0,0,Justin,tower
1,0,Justin,tower
0,0,Justin,tower
1,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,1,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,2,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
0,3,Justin,tower
