iterationName	gameid	time	leftTarget	rightTarget	trialNum	turnNum	repNum	block	blockNum	eventType
testing	3928-c2a97265-2a31-4ba2-8552-bb96acb9373a	1588725094366	C	Pi	0	1	0	{"x":3,"y":0,"width":1,"height":2,"color":[179,47,10,155]}	0	block
testing	3928-c2a97265-2a31-4ba2-8552-bb96acb9373a	1588725095991	C	Pi	0	1	0	{"x":4,"y":0,"width":2,"height":1,"color":[10,47,179,155]}	1	block
