iterationName	gameid	time	leftTarget	rightTarget	trialNum	turnNum	repNum	block	blockNum	eventType
testing	9830-1120f4e4-1686-4bbf-98e9-f259f650f776	1588723627278	C	Pi	0	1	0	{"x":2,"y":0,"width":1,"height":2,"color":[179,47,10,155]}	0	block
testing	9830-1120f4e4-1686-4bbf-98e9-f259f650f776	1588723628956	C	Pi	0	1	0	{"x":3,"y":0,"width":2,"height":1,"color":[10,47,179,155]}	1	block
testing	9830-1120f4e4-1686-4bbf-98e9-f259f650f776	1588723633071	C	Pi	0	1	0	{"x":3,"y":1,"width":1,"height":2,"color":[179,47,10,155]}	2	block
testing	9830-1120f4e4-1686-4bbf-98e9-f259f650f776	1588723655524	C	Pi	0	1	0	{"x":4,"y":1,"width":2,"height":1,"color":[10,47,179,155]}	3	block
testing	9830-1120f4e4-1686-4bbf-98e9-f259f650f776	1588723658054	C	Pi	0	1	0	{"x":5,"y":2,"width":2,"height":1,"color":[10,47,179,155]}	4	block
testing	9830-1120f4e4-1686-4bbf-98e9-f259f650f776	1588723659807	C	Pi	0	1	0	{"x":6,"y":3,"width":2,"height":1,"color":[10,47,179,155]}	5	block
testing	9830-1120f4e4-1686-4bbf-98e9-f259f650f776	1588723661525	C	Pi	0	1	0	{"x":3,"y":3,"width":2,"height":1,"color":[10,47,179,155]}	6	block
testing	9830-1120f4e4-1686-4bbf-98e9-f259f650f776	1588723663153	C	Pi	0	1	0	{"x":8,"y":0,"width":2,"height":1,"color":[10,47,179,155]}	7	block
testing	9830-1120f4e4-1686-4bbf-98e9-f259f650f776	1588723667366	C	Pi	0	1	0	{"x":7,"y":1,"width":2,"height":1,"color":[10,47,179,155]}	8	block
