iterationName	gameid	time	leftTarget	rightTarget	trialNum	turnNum	repNum	content	eventType
testing	5327-3b7bb2b3-5926-4e89-a556-48d3ebb50dc5	1588723323991	L	C	0	0	0	calj	chatMessage
testing	5327-3b7bb2b3-5926-4e89-a556-48d3ebb50dc5	1588723511992	L	Pi	1	0	0	fabjv	chatMessage
testing	5327-3b7bb2b3-5926-4e89-a556-48d3ebb50dc5	1588723526157	L	Pi	1	2	0	lsdjv	chatMessage
