iterationName	gameid	time	leftTarget	rightTarget	trialNum	turnNum	repNum	content	eventType
testing	6366-1e87ddf1-b7d7-4b62-bbef-c6a223a317a7	1588694417150	C	Pi	0	0	0	move some blocks	chatMessage
testing	6366-1e87ddf1-b7d7-4b62-bbef-c6a223a317a7	1588694437127	C	Pi	0	2	0	keep going	chatMessage
