iterationName	gameid	time	leftTarget	rightTarget	trialNum	turnNum	repNum	content	eventType
testing	6481-ed737561-1d85-43e2-86ae-b3da48da907c	1588694944642	L	C	0	0	0	asf	chatMessage
testing	6481-ed737561-1d85-43e2-86ae-b3da48da907c	1588695094053	L	C	0	2	0	jhv	chatMessage
testing	6481-ed737561-1d85-43e2-86ae-b3da48da907c	1588695219670	C	Pi	1	0	0	asf	chatMessage
