iterationName	gameid	time	leftTarget	rightTarget	trialNum	turnNum	repNum	content	eventType
testing	7466-091e462d-14d6-4e22-a37b-77473a5b18c3	1588355510210	C	Pi	0	0	0	bjo	chatMessage
testing	7466-091e462d-14d6-4e22-a37b-77473a5b18c3	1588355522648	C	Pi	0	2	0	good job	chatMessage
testing	7466-091e462d-14d6-4e22-a37b-77473a5b18c3	1588355531287	C	Pi	0	4	0	thanks	chatMessage
