Unnamed: 0,_id,score,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,eventType,trialScore,cumulativeScore,cumulativeBonus
11,5efa33f9ce2f7f58fcd0b1cb,,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455609712.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,Pi,C,10,0,3,endTrial,100.0,1100.0,2.19
12,5efa3434ce2f7f58fcd0b1e2,,pilot2,0662-7a9212c9-5aa7-44de-9ed7-4663c56562d2,1593455668494.0,3JC6VJ2SAFJ73NCHXMRQ05KDTXKA5P,Pi,L,11,0,3,endTrial,100.0,1200.0,2.4
0,5efa3c87ce2f7f58fcd0b28c,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593457799036.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,practice,0,practice,endTrial,50.0,0.0,0.0
1,5efa3ccece2f7f58fcd0b290,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593457870051.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,practice,0,practice,endTrial,25.0,0.0,0.0
2,5efa3d6dce2f7f58fcd0b294,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593458029717.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,practice,0,practice,endTrial,50.0,0.0,0.0
3,5efa3ddcce2f7f58fcd0b298,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593458140785.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,practice,0,practice,endTrial,50.0,0.0,0.0
4,5efa3e48ce2f7f58fcd0b29c,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593458248243.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,horizontal,vertical,practice,0,practice,endTrial,100.0,0.0,0.0
5,5efa4030ce2f7f58fcd0b2ac,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593458736197.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,L,C,0,0,0,endTrial,62.0,62.0,0.05
6,5efa41c5ce2f7f58fcd0b2be,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593459141110.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,L,Pi,1,0,0,endTrial,87.0,149.0,0.15
7,5efa4321ce2f7f58fcd0b2ce,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593459489459.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,C,Pi,2,0,0,endTrial,81.0,230.0,0.25
8,5efa4453ce2f7f58fcd0b2df,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593459795656.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,C,L,3,0,1,endTrial,100.0,330.0,0.45
9,5efa4579ce2f7f58fcd0b2f1,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460089664.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,Pi,C,4,0,1,endTrial,75.0,405.0,0.5
10,5efa4627ce2f7f58fcd0b300,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460263112.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,Pi,L,5,0,1,endTrial,93.0,498.0,0.6
11,5efa46bfce2f7f58fcd0b30d,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460415750.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,C,Pi,6,0,2,endTrial,100.0,598.0,0.8
12,5efa46f2ce2f7f58fcd0b317,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460466982.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,L,Pi,7,0,2,endTrial,43.0,641.0,0.8
13,5efa4718ce2f7f58fcd0b321,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460504365.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,L,C,8,0,2,endTrial,31.0,672.0,0.8
14,5efa474ace2f7f58fcd0b32b,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460554819.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,C,L,9,0,3,endTrial,37.0,709.0,0.8
15,5efa477ece2f7f58fcd0b335,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460606529.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,Pi,C,10,0,3,endTrial,37.0,746.0,0.8
16,5efa47b3ce2f7f58fcd0b33f,,pilot2,9940-419571e8-f021-4083-9210-892897d2b4df,1593460659864.0,3JBT3HLQFC2CX528TTG3F4G3TIVZP4,Pi,L,11,0,3,endTrial,43.0,789.0,0.8
